"","superkey","policy1","policy2","policy3","policy4","policy5","key2","Population","percent_male","percent_female","under_18","18-24","25-44","45-64","over_65","Mean_income","Unemployment_rate","County Code","County","Crude_rate","outcome"
"95","FL2016",0,0,0,0,1,"2016-12105",666236,0.489841437568669,0.510158562431331,0.224190827274419,0.0847507489838436,0.244572493831015,0.246025432429349,0.200460497481373,57857,5.5,12105,"Polk County",0.0495384666193299,1
"96","FL2016",0,0,0,0,1,"2016-12109",234996,0.487995540349623,0.512004459650377,0.219582460978059,0.0715161109125262,0.22818260736353,0.288460229110283,0.192258591635602,99254,3.8,12109,"St. Johns County",0.131866075112618,0
"97","FL2016",0,0,0,0,1,"2016-12019",207247,0.492306281876215,0.507693718123785,0.238874386601495,0.0817430409125343,0.252727421868592,0.278286296062187,0.148368854555193,73919,4.5,12019,"Clay County",0.312033449985838,0
"98","FL2016",0,0,0,0,1,"2016-12021",365345,0.492786270511434,0.507213729488566,0.1765947255334,0.0673363533098852,0.195114207119298,0.252952688554654,0.308002025482763,98115,4.7,12021,"Collier County",0.125980456596994,0
"99","FL2016",0,0,0,0,1,"2016-12115",413027,0.477300515462669,0.522699484537331,0.145767710101277,0.0583012732823762,0.168996215743765,0.273371958733933,0.35356284213865,76744,4.5,12115,"Sarasota County",0.179363936699073,1
"100","FL2016",0,0,0,0,1,"2016-12069",334748,0.483692210259658,0.516307789740342,0.196341725716061,0.0672655251114271,0.214740640720781,0.25871700503065,0.262935103421081,61445,4.9,12069,"Lake County",0.0387601521783206,0
"101","FL2016",0,0,0,0,1,"2016-12071",722386,0.489638503514741,0.510361496485259,0.181372562591191,0.0696968102925583,0.2126480856495,0.261518080361469,0.274764461105282,70904,4.6,12071,"Lee County",0.163358880077969,0
"102","FL2016",0,0,0,0,1,"2016-12127",528747,0.487724753048244,0.512275246951756,0.178486119070179,0.0835200956222919,0.218637647116674,0.281720747351758,0.237635390839097,58337,5.1,12127,"Volusia County",0.160570042541616,1
"103","FL2016",0,0,0,0,1,"2016-12113",169892,0.512184211145905,0.487815788854096,0.222865114307913,0.0794033856803145,0.266763590987215,0.278418053822428,0.152549855202128,76378,4.5,12113,"Santa Rosa County",0.0645172642333883,1
"104","FL2016",0,0,0,0,1,"2016-12031",925996,0.485339029542244,0.514660970457756,0.226981542036899,0.0920554732417851,0.289988293685934,0.257506511907179,0.133468179128204,67800,4.9,12031,"Duval County",0.336840286962014,0
"105","FL2016",0,0,0,0,1,"2016-12097",337730,0.492437746128564,0.507562253871436,0.248316702691499,0.09427353211145,0.287753530927072,0.241986201995677,0.127670032274302,58038,5,12097,"Osceola County",0.116066247042543,0
"106","FL2016",0,0,0,0,1,"2016-12111",305837,0.489044817991283,0.510955182008717,0.202398663340276,0.0746377972580165,0.223007680561868,0.267518318581467,0.232437540258373,60418,5.8,12111,"St. Lucie County",0.140290433823697,0
"107","FL2016",0,0,0,0,1,"2016-12057",1380991,0.488221863864428,0.511778136135572,0.229597441257763,0.091327894244061,0.286597088612453,0.254985731261102,0.137491844624621,73512,4.4,12057,"Hillsborough County",0.11989205355469,0
"108","FL2016",0,0,0,0,1,"2016-12033",311537,0.495616893017523,0.504383106982477,0.210061726215506,0.119205744422011,0.253664893736538,0.255375765960384,0.161691869665561,60675,4.9,12033,"Escambia County",0.0951815906112879,1
"109","FL2016",0,0,0,0,1,"2016-12053",182558,0.480198074036744,0.519801925963255,0.185968295007614,0.0673429814086482,0.199618751300956,0.270500334140383,0.276569638142399,53679,6,12053,"Hernando County",0.0546941231164711,1
"110","FL2017",1,1,1,1,1,"2017-12011",1934471,0.487390092692007,0.512609907307993,0.212926944885708,0.079493050037969,0.269051332379757,0.276251750478555,0.162276922218012,78625,4,12011,"Broward County",0.147220021096371,0
"111","FL2017",1,1,1,1,1,"2017-12089",82864,0.492192025487546,0.507807974512454,0.199181791851709,0.0661083220698977,0.228024232477312,0.290174261440433,0.216511392160649,83931,3.9,12089,"Nassau County",0.253865402981105,0
"112","FL2017",1,1,1,1,1,"2017-12091",203684,0.507163056499283,0.492836943500717,0.221401779226645,0.0904538402623672,0.279972899196795,0.250996641856994,0.157174839457198,76427,3.5,12091,"Okaloosa County",0.133024584914027,1
"113","FL2017",1,1,1,1,1,"2017-12001",266820,0.483959223446518,0.516040776553482,0.179607975414137,0.210838767708568,0.263956974739525,0.209069784873698,0.136526497264073,66321,3.8,12001,"Alachua County",0.0449532486214337,1
"114","FL2017",1,1,1,1,1,"2017-12005",184046,0.498022233572042,0.501977766427958,0.216266585527531,0.0797300674831292,0.264754463558024,0.271220238418656,0.16802864501266,66918,4.1,12005,"Bay County",0.11984986081073,1
"115","FL2017",1,1,1,1,1,"2017-12009",588265,0.488550228213475,0.511449771786525,0.184569879221099,0.0728923189378936,0.215346824985338,0.294605322431217,0.232585654424452,69712,4.3,12009,"Brevard County",0.122207474344917,0
"116","FL2017",1,1,1,1,1,"2017-12017",145512,0.483953213480675,0.516046786519325,0.149156083347078,0.0535900819176425,0.160873330034636,0.275908516136126,0.360471988564517,54308,5.9,12017,"Citrus County",0.171647888387677,0
"117","FL2017",1,1,1,1,1,"2017-12117",462236,0.483400254415493,0.516599745584507,0.21208863005045,0.0836001523031525,0.281542329026731,0.271480369335145,0.151288519284521,81882,3.7,12117,"Seminole County",0.209657652828541,0
"118","FL2017",1,1,1,1,1,"2017-12127",538180,0.48768999219592,0.51231000780408,0.177973912074027,0.0821639600133784,0.219820506150359,0.279475268497529,0.240566353264707,60593,4.4,12127,"Volusia County",0.226474497486504,0
"119","FL2017",1,1,1,1,1,"2017-12019",212177,0.492654717523577,0.507345282476423,0.236034065897812,0.0796174891717764,0.254693015736861,0.277145967753338,0.152509461440213,77730,3.9,12019,"Clay County",0.235593459925552,1
"120","FL2017",1,1,1,1,1,"2017-12115",419689,0.476650567443988,0.523349432556012,0.143978040882654,0.0572447693411073,0.167707516756455,0.270867237406746,0.360202435613037,80850,3.9,12115,"Sarasota County",0.217122106132149,0
"121","FL2017",1,1,1,1,1,"2017-12095",1352933,0.490653269600195,0.509346730399805,0.223861787686456,0.10564529063893,0.310568963873303,0.243857604182912,0.116066353618398,74050,3.8,12095,"Orange County",0.133434644822921,0
"122","FL2017",1,1,1,1,1,"2017-12097",352661,0.492438914424901,0.507561085575099,0.246154238773213,0.0926810733253748,0.28988745565855,0.241679686724645,0.129597545518217,60676,4.3,12097,"Osceola County",0.159009597364984,0
"123","FL2017",1,1,1,1,1,"2017-12099",1470338,0.484917753604953,0.515082246395047,0.192640739748276,0.0755452147737459,0.234495061679695,0.261958814911945,0.235360168886338,89827,4.2,12099,"Palm Beach County",0.261020290249125,0
"124","FL2017",1,1,1,1,1,"2017-12021",372345,0.493099141924828,0.506900858075172,0.174139574856652,0.0661805583531402,0.193164941116438,0.25163490848541,0.31488001718836,101492,4.1,12021,"Collier County",0.147500536365587,0
"125","FL2017",1,1,1,1,1,"2017-12103",969305,0.47995419398435,0.52004580601565,0.164197027767318,0.066913922862257,0.229620191786899,0.296524829645983,0.242744027937543,70726,3.8,12103,"Pinellas County",0.108176383138084,0
"126","FL2017",1,1,1,1,1,"2017-12105",685830,0.490086464575769,0.50991353542423,0.222986745986615,0.0838618899727338,0.246639837860694,0.245041774200604,0.201469751979353,60529,4.8,12105,"Polk County",0.0626381133982925,0
"127","FL2017",1,1,1,1,1,"2017-12109",243928,0.487582401364337,0.512417598635663,0.21822832967105,0.0708036797743596,0.226468466104752,0.286793644026106,0.197705880423732,103074,3.4,12109,"St. Johns County",0.135350187849655,0
"128","FL2017",1,1,1,1,1,"2017-12073",291247,0.474916479826402,0.525083520173598,0.186597630190182,0.218635728436688,0.253554543051087,0.212551545595319,0.128660552726723,70672,3.9,12073,"Leon County",0.062006531354636,0
"129","FL2017",1,1,1,1,1,"2017-12081",385450,0.483089894928006,0.516910105071994,0.185925541574783,0.0661668180049293,0.208800103774809,0.270618757296666,0.268488779348813,74317,4,12081,"Manatee County",0.274916941367478,1
"130","FL2017",1,1,1,1,1,"2017-12085",159792,0.494242515269851,0.505757484730149,0.164776709722639,0.06219960949234,0.184783969159908,0.283581155502153,0.30465855612296,88405,4.2,12085,"Martin County",0.143819212996254,0
"131","FL2017",1,1,1,1,1,"2017-12086",2744878,0.48569007438582,0.51430992561418,0.203521249396148,0.0852241884703072,0.28209887652566,0.270377044079919,0.158778641527966,72162,4.6,12086,"Miami-Dade County",0.0893961616340746,1
"132","FL2017",1,1,1,1,1,"2017-12087",76636,0.520708283313325,0.479291716686675,0.151808549506759,0.062894723106634,0.249451954694921,0.316117751448405,0.21972702124328,91157,3.3,12087,"Monroe County",0.194772311168244,0
"133","FL2017",1,1,1,1,1,"2017-12101",525021,0.486369116663905,0.513630883336095,0.203833751411848,0.0699381548547582,0.231228846084252,0.269394938488175,0.225604309160967,64975,4.5,12101,"Pasco County",0.129365367749594,0
"134","FL2017",1,1,1,1,1,"2017-12031",937642,0.484827898067706,0.515172101932294,0.226380644211757,0.0896194923008995,0.291278547675979,0.255928168746707,0.136793147064658,71000,4.2,12031,"Duval County",0.401947258549109,0
"135","FL2017",1,1,1,1,1,"2017-12033",313258,0.495150961826992,0.504849038173008,0.209692968735036,0.115524583570092,0.255897694552094,0.253583308327321,0.165301444815456,63188,4.2,12033,"Escambia County",0.105259128837174,0
"136","FL2017",1,1,1,1,1,"2017-12035",109937,0.480766257038122,0.519233742961878,0.172016700473908,0.0613351283007541,0.187707505207528,0.27844128910194,0.30049937691587,64032,4.8,12035,"Flagler County",0.13573432268573,0
"137","FL2017",1,1,1,1,1,"2017-12071",739506,0.489735039337071,0.510264960662929,0.178536752913431,0.0689352080983792,0.212203822551812,0.260150695193819,0.280173521242559,74000,4.1,12071,"Lee County",0.250262437366752,0
"138","FL2017",1,1,1,1,1,"2017-12053",186784,0.480844183655988,0.519155816344012,0.184539360973103,0.0673879989720747,0.20309555422306,0.269546642110673,0.27543044372109,56394,5.2,12053,"Hernando County",0.107208139241931,0
"139","FL2017",1,1,1,1,1,"2017-12057",1410115,0.488793467199484,0.511206532800516,0.227791350350858,0.0903933367136723,0.287684337802236,0.254031054204799,0.140099920928435,76363,3.9,12057,"Hillsborough County",0.126369655380011,0
"140","FL2017",1,1,1,1,1,"2017-12069",345087,0.483509955460507,0.516490044539493,0.193664206417512,0.0666034941913199,0.215360184533176,0.259470800117072,0.26490131474092,63741,4.2,12069,"Lake County",0.141611539317432,0
"141","FL2017",1,1,1,1,1,"2017-12111",313400,0.488777919591576,0.511222080408424,0.200201021059349,0.0732610082961072,0.223516273133376,0.266199744735163,0.236821952776005,62766,5.2,12111,"St. Lucie County",0.12120980140731,1
"142","FL2017",1,1,1,1,1,"2017-12113",174069,0.510056356961894,0.489943643038106,0.221280067099828,0.0770958642837036,0.266767775996875,0.278033423527452,0.156822869092142,78135,3.9,12113,"Santa Rosa County",0.114763128901946,0
"143","FL2017",1,1,1,1,1,"2017-12083",353717,0.479943005283885,0.520056994716115,0.187635878399964,0.0666040931026781,0.205531540751505,0.253663239256242,0.286565248489612,56300,5,12083,"Marion County",0.197543127897887,0
"144","MD2013",0,0,0,0,0,"2013-24017",152649,0.483252428774509,0.516747571225491,0.25178022784296,0.0941440821754483,0.262196280355587,0.285471899586633,0.106407510039371,105877,6.5,24017,"Charles County",0.0915846765752564,0
"145","MD2013",0,0,0,0,0,"2013-24013",167199,0.49432113828432,0.50567886171568,0.228823138894371,0.0904670482478962,0.221550368124211,0.311586791787032,0.147572652946489,99179,5.5,24013,"Carroll County",0.155164593826836,0
"146","MD2013",0,0,0,0,0,"2013-24015",101891,0.497374645454456,0.502625354545544,0.237440009421833,0.0867397513028629,0.244908775063548,0.297268649831683,0.133642814380073,79761,7.7,24015,"Cecil County",0.186433526635464,1
"147","MD2013",0,0,0,0,0,"2013-24021",241143,0.492811319424574,0.507188680575426,0.241412771674898,0.0875994741709276,0.255773545157852,0.289471392493251,0.125742816503071,99911,5.7,24021,"Frederick County",0.124270429022944,0
"148","MD2013",0,0,0,0,0,"2013-24025",248892,0.489561737621137,0.510438262378863,0.232831911029684,0.0854949134564389,0.246773701043023,0.29468604856725,0.140213425903605,94465,6.5,24025,"Harford County",0.152478783379813,0
"149","MD2013",0,0,0,0,0,"2013-24027",303583,0.490594005593199,0.509405994406801,0.248538291011025,0.0802383532674755,0.265927275242685,0.288731582466739,0.116564498012076,132203,4.8,24027,"Howard County",0.0656641933153851,0
"150","MD2013",0,0,0,0,0,"2013-24031",1016064,0.482172382842026,0.517827617157974,0.235954624905518,0.0772776124338624,0.276771935626102,0.276814255794911,0.133181571239607,132222,4.9,24031,"Montgomery County",0.0344258796058138,0
"151","MD2013",0,0,0,0,0,"2013-24033",890117,0.480791850958919,0.519208149041081,0.227024087844632,0.110424809322819,0.287756553351975,0.267127804547043,0.107666744933531,88867,6.9,24033,"Prince George's County",0.0393222639287885,1
"152","MD2013",0,0,0,0,0,"2013-24043",148994,0.509705088795522,0.490294911204478,0.223881498583836,0.0852047733465777,0.259305743855457,0.278574976173537,0.153033008040592,68821,7.3,24043,"Washington County",0.200550846324571,0
"153","MD2013",0,0,0,0,0,"2013-24045",100850,0.477074863658899,0.522925136341101,0.219960337134358,0.157798710956867,0.22738720872583,0.254268715914725,0.14058502726822,66109,8.7,24045,"Wicomico County",0.109023152553124,1
"154","MD2013",0,0,0,0,0,"2013-24510",622497,0.470582187544679,0.529417812455321,0.211221901471011,0.112379658054577,0.300788598177983,0.253838974324374,0.121770867972054,59484,9.7,24510,"Baltimore city",0.245939585664133,0
"155","MD2013",0,0,0,0,0,"2013-24003",555438,0.495011144358146,0.504988855641854,0.227814805612868,0.09077520803402,0.271121169239411,0.279203079371595,0.131085737742106,107405,5.7,24003,"Anne Arundel County",0.124158109054005,0
"156","MD2013",0,0,0,0,0,"2013-24005",822238,0.47344807707744,0.52655192292256,0.216281660541109,0.0966763881017418,0.259179215750184,0.273413537199692,0.154449198407274,86633,6.9,24005,"Baltimore County",0.15066554072526,0
"157","MD2013",0,0,0,0,0,"2013-24009",90438,0.494239147261107,0.505760852738893,0.24512925982441,0.0865233640726243,0.229405780755877,0.313441252570822,0.125500342776267,108304,5.9,24009,"Calvert County",0.143671809380664,0
"158","MD2014",0,0,0,0,0,"2014-24033",899223,0.480892948690147,0.519107051309853,0.227052688821349,0.106605369302164,0.286814282997655,0.26704499328865,0.112482665590182,89867,6.1,24033,"Prince George's County",0.0574947757150913,0
"159","MD2014",0,0,0,0,0,"2014-24510",623165,0.470491763818571,0.529508236181429,0.211200885800711,0.108170388259931,0.303961230171784,0.252405061259859,0.124262434507715,60355,8.6,24510,"Baltimore city",0.358064396998682,0
