"","superkey","policy1","policy2","policy3","policy4","policy5","key2","Population","percent_male","percent_female","under_18","18-24","25-44","45-64","over_65","Mean_income","Unemployment_rate","County Code","County","Crude_rate","outcome"
"69","FL2015",0,0,0,0,1,"2015-12083",342335,0.48007069098982,0.51992930901018,0.18779850146786,0.0704339316751136,0.202997064279142,0.257715395738093,0.281055106839791,51968,6.5,12083,"Marion County",0.0495260069802537,1
"70","FL2015",0,0,0,0,1,"2015-12105",648758,0.490040970593041,0.509959029406959,0.22604885026466,0.0859380539430728,0.242293736647563,0.247643959689129,0.198075399455575,56425,6.3,12105,"Polk County",0.0523002898051353,0
"71","FL2015",0,0,0,0,1,"2015-12111",297442,0.488622992045508,0.511377007954492,0.205367769178529,0.0759442176962231,0.22311240510755,0.266979780932081,0.228595827085617,59196,6.4,12111,"St. Lucie County",0.0368431453328108,1
"72","FL2015",0,0,0,0,1,"2015-12081",362587,0.483310212445565,0.516689787554435,0.191912561674853,0.0689903388703952,0.207985945442059,0.270950144379142,0.26016100963355,67786,5.1,12081,"Manatee County",0.346754951578148,0
"73","FL2015",0,0,0,0,1,"2015-12097",323578,0.492079189561713,0.507920810438287,0.250122072576009,0.0959305020736886,0.286227741070159,0.242111639233817,0.125608045046326,56647,5.8,12097,"Osceola County",0.0987675659659314,1
"74","FL2015",0,0,0,0,1,"2015-12113",166231,0.512756345086055,0.487243654913945,0.22340598324019,0.082860597602132,0.265678483556015,0.279093550541114,0.148961385060548,75173,4.8,12113,"Santa Rosa County",0.113745210727969,0
"75","FL2015",0,0,0,0,1,"2015-12115",404842,0.47780615647586,0.52219384352414,0.147677365490735,0.0598183982887151,0.171494064351031,0.274610835832251,0.346399336037269,74755,5.1,12115,"Sarasota County",0.202195049180247,0
"76","FL2015",0,0,0,0,1,"2015-12091",197839,0.507705760744848,0.492294239255152,0.221811675149996,0.0966240225638019,0.27586572920405,0.254322959578243,0.15137561350391,71445,4.5,12091,"Okaloosa County",0.186244110659203,0
"77","FL2015",0,0,0,0,1,"2015-12095",1290639,0.490805717168007,0.509194282831993,0.226356091827382,0.11132857445033,0.307734385835234,0.243735854874988,0.110845093012066,68045,5,12095,"Orange County",0.121106165080124,0
"78","FL2015",0,0,0,0,1,"2015-12001",259177,0.484132465457969,0.515867534542031,0.179996681804327,0.218013172465149,0.257584585051914,0.215242864914711,0.129162695763899,64156,4.6,12001,"Alachua County",0.0423135511070764,1
"79","FL2015",0,0,0,0,1,"2015-12117",448246,0.483172186701053,0.516827813298947,0.214185960387823,0.0879093176514682,0.276734203986204,0.276776591425244,0.144393926549261,77572,4.9,12117,"Seminole County",0.118002244269099,0
"80","FL2015",0,0,0,0,1,"2015-12127",516918,0.487777558529593,0.512222441470407,0.179935695797012,0.084324786523201,0.216750045461756,0.284215291400183,0.234774180817847,56644,5.9,12127,"Volusia County",0.164128468179352,0
"81","FL2016",0,0,0,0,1,"2016-12086",2722574,0.485882477390881,0.514117522609119,0.204523366490681,0.0870272029336944,0.284006972813228,0.268822077930664,0.155620379831733,69069,5.1,12086,"Miami-Dade County",0.0899391620545201,0
"82","FL2016",0,0,0,0,1,"2016-12009",577338,0.488538776245458,0.511461223754542,0.185482334438405,0.0743394683876689,0.211997131662908,0.29748778012187,0.230693285389148,66819,5.1,12009,"Brevard County",0.0880631291765234,0
"83","FL2016",0,0,0,0,1,"2016-12099",1451384,0.484627775971073,0.515372224028927,0.193863236745065,0.0767088516891464,0.234420387712694,0.26260865491145,0.232398868941645,85839,4.7,12099,"Palm Beach County",0.208476184539517,0
"84","FL2016",0,0,0,0,1,"2016-12101",509929,0.486973676727544,0.513026323272456,0.204063702986102,0.0708255463015439,0.229626085200096,0.27032390783815,0.225160757674108,61812,5.1,12101,"Pasco County",0.128813665178153,0
"85","FL2016",0,0,0,0,1,"2016-12011",1912977,0.487116677304536,0.512883322695464,0.213974867444826,0.0811860257598497,0.2689096627926,0.277030513173969,0.158898930828755,75330,4.5,12011,"Broward County",0.134580903545814,0
"86","FL2016",0,0,0,0,1,"2016-12005",183384,0.498195044278672,0.501804955721328,0.21684552632727,0.0817901234567901,0.264706844653841,0.271130523927933,0.165526981634167,63996,4.8,12005,"Bay County",0.222857577701197,0
"87","FL2016",0,0,0,0,1,"2016-12117",455665,0.483170750441662,0.516829249558338,0.212967860160425,0.0851085775734366,0.278864955614322,0.275017831082045,0.148040775569772,78910,4.3,12117,"Seminole County",0.142706908551218,0
"88","FL2016",0,0,0,0,1,"2016-12081",375402,0.482805099599896,0.517194900400104,0.189407621696208,0.0673757731711605,0.208552431793118,0.271354441372182,0.263309731967331,71211,4.6,12081,"Manatee County",0.380432469246158,0
"89","FL2016",0,0,0,0,1,"2016-12103",960737,0.480125153918294,0.519874846081706,0.166753232154065,0.0686368902207368,0.228177950885622,0.298236666226033,0.238195260513543,68094,4.3,12103,"Pinellas County",0.0936787651057009,0
"90","FL2016",0,0,0,0,1,"2016-12001",264287,0.484250076621249,0.515749923378751,0.180440203263876,0.214531929304128,0.260962514236417,0.211697889037297,0.132367464158282,64989,4.3,12001,"Alachua County",0.0683122324437563,0
"91","FL2016",0,0,0,0,1,"2016-12095",1324843,0.490790984290214,0.509209015709786,0.225427465744998,0.107962226467589,0.30935590103884,0.244107414991814,0.113146991756759,70160,4.3,12095,"Orange County",0.123253246619856,0
"92","FL2016",0,0,0,0,1,"2016-12015",177722,0.487716771136944,0.512283228863056,0.126067678734203,0.0527452988375103,0.15135998919661,0.280938769538943,0.388888263692734,61020,5.3,12015,"Charlotte County",0.0840500938559381,0
"93","FL2016",0,0,0,0,1,"2016-12083",347767,0.480496999427778,0.519503000572222,0.187927549192419,0.0682928512481058,0.204004405248342,0.255973108431795,0.283802085879339,53620,5.8,12083,"Marion County",0.120336943441637,0
"94","FL2016",0,0,0,0,1,"2016-12091",200260,0.507295515829422,0.492704484170578,0.221836612403875,0.092155198242285,0.277684010785978,0.253894936582443,0.154429241985419,73353,4,12091,"Okaloosa County",0.17398220410598,1
