Buyer_County,Buyer_State,Year,Total_dosage_unit,FIPS,FIPS_year,Prescription_rate,Population,Avgdosage,Prescription_trend,Distributor_dosage,Overdose_death,percent_male,unmployment_rate,mean_income
Prince Georges,MD,2011,16704620,24033,2011-24033,49.3,858539,19.45703107,1,121159580,28,0.480797904,NA,70715
Prince Georges,MD,2012,16089560,24033,2012-24033,48.7,865443,18.59112616,1,24848180,36,0.480181311,NA,69879
Prince William,VA,2006,4884918,51153,2006-51153,38.9,359174,13.60042208,1,NA,10,0.501453135,2.4,80783
Prince William,VA,2007,5272507,51153,2007-51153,40.9,368016,14.32684177,1,NA,11,0.497787248,2.5,87243
Prince William,VA,2008,6168465,51153,2008-51153,44.4,374776,16.45907155,1,NA,14,0.499226834,3.5,88724
Prince William,VA,2009,7364820,51153,2009-51153,45.9,360910,20.40625087,1,NA,23,0.499970989,5.8,89785
Prince William,VA,2010,8124890,51153,2010-51153,46.8,379415,21.41425616,1,NA,11,0.498276329,6.1,92655
Prince William,VA,2011,8745760,51153,2011-51153,48.8,391439,22.34258722,1,NA,21,0.498622931,5.7,95146
Prince William,VA,2012,8923620,51153,2012-51153,50.4,404011,22.08756692,1,NA,30,0.496933456,5.3,93744
Pulaski,VA,2006,2480700,51155,2006-51155,189.2,34891,71.0985641,0,NA,NA,NA,4.9,NA
Pulaski,VA,2007,2598500,51155,2007-51155,177.1,35058,74.12002967,0,NA,NA,NA,4.3,NA
Pulaski,VA,2008,2815030,51155,2008-51155,171.9,35051,80.31240193,0,NA,NA,NA,5,NA
Pulaski,VA,2009,2972890,51155,2009-51155,168.8,34910,85.15869378,0,NA,11,NA,7.7,NA
Pulaski,VA,2010,3162290,51155,2010-51155,175.8,34963,90.446758,0,NA,NA,NA,11.1,NA
Pulaski,VA,2011,3421290,51155,2011-51155,176.3,34900,98.03123209,0,NA,NA,NA,8.7,NA
Pulaski,VA,2012,3512730,51155,2012-51155,179.6,34869,100.7407726,0,NA,NA,NA,7.4,NA
Putnam,FL,2006,6777030,12107,2006-12107,102.1,74663,90.76825201,1,NA,NA,0.512074295,4.2,30771
Putnam,FL,2007,7493950,12107,2007-12107,104.3,75107,99.77698483,0,NA,NA,0.499884857,5.8,32621
Putnam,FL,2008,8188580,12107,2008-12107,109.1,74999,109.1825224,0,NA,NA,0.505193373,8.9,36162
Putnam,FL,2009,9187270,12107,2009-12107,118.5,73250,125.4234812,0,NA,NA,0.494834895,13.4,30278
Putnam,FL,2010,10194500,12107,2010-12107,125.5,74715,136.4451583,0,NA,16,0.493361342,13.4,33842
Putnam,FL,2011,10332160,12107,2011-12107,124.7,74595,138.5100878,0,NA,15,0.493645413,12.8,30440
Putnam,FL,2012,8940810,12107,2012-12107,117.1,74224,120.4571298,0,NA,NA,0.495215866,11.8,34025
Queen Annes,MD,2006,1132404,24035,2006-24035,74.9,45716,24.77040861,1,NA,NA,NA,NA,NA
Queen Annes,MD,2007,1297250,24035,2007-24035,80,46517,27.88765398,1,NA,NA,NA,NA,NA
Queen Annes,MD,2008,1372250,24035,2008-24035,83.5,47063,29.15772475,1,NA,NA,NA,NA,NA
Queen Annes,MD,2009,1531390,24035,2009-24035,87,46653,32.82511307,1,NA,NA,NA,NA,NA
Queen Annes,MD,2010,1532580,24035,2010-24035,85.5,46945,32.64628821,1,NA,NA,NA,NA,NA
Queen Annes,MD,2011,1594420,24035,2011-24035,83.8,47468,33.58936547,1,NA,NA,NA,NA,NA
Queen Annes,MD,2012,1551490,24035,2012-24035,83.1,47894,32.39424563,1,NA,NA,NA,NA,NA
Radford,VA,2006,797160,51750,2006-51750,133.2,16163,49.32005197,0,NA,NA,NA,3.8,NA
Radford,VA,2007,921590,51750,2007-51750,140.7,16341,56.3974053,0,NA,NA,NA,3.8,NA
Radford,VA,2008,952130,51750,2008-51750,147.4,16304,58.3985525,0,NA,NA,NA,4.5,NA
Radford,VA,2009,961410,51750,2009-51750,140.7,16062,59.85618229,0,NA,NA,NA,8.6,NA
Radford,VA,2010,886970,51750,2010-51750,134.3,16318,54.35531315,0,NA,NA,NA,9.3,NA
Radford,VA,2011,968000,51750,2011-51750,126.9,16374,59.11811408,0,NA,NA,NA,8.4,NA
Radford,VA,2012,1013690,51750,2012-51750,146.1,16511,61.39482769,0,NA,NA,NA,7.9,NA
Raleigh,WV,2006,5237280,54081,2006-54081,184.3,78178,66.99173681,0,NA,21,0.500844872,5,38924
Raleigh,WV,2007,6354250,54081,2007-54081,195.8,78323,81.1287872,0,NA,20,0.486661614,5.1,39498
Raleigh,WV,2008,6720220,54081,2008-54081,208.7,78379,85.74005792,0,NA,15,0.496717366,5.5,33803
Raleigh,WV,2009,7105670,54081,2009-54081,205.3,78686,90.30412017,0,NA,NA,0.497594302,9.3,35170
Raleigh,WV,2010,7226630,54081,2010-54081,190.3,78513,92.04373798,0,NA,45,0.490292,8.1,37982
Raleigh,WV,2011,8892040,54081,2011-54081,196.4,78701,112.9850955,0,NA,54,0.503317452,7.2,38304
Raleigh,WV,2012,9661830,54081,2012-54081,208.5,78852,122.5311977,0,NA,52,0.500094911,7.3,40705
Randolph,WV,2006,1208620,54083,2006-54083,123.1,29049,41.60625151,0,NA,NA,NA,6.3,NA
Randolph,WV,2007,1242390,54083,2007-54083,131.5,29113,42.67475011,0,NA,NA,NA,6.4,NA
Randolph,WV,2008,1481830,54083,2008-54083,134.7,29236,50.68511424,0,NA,NA,NA,6.4,NA
Randolph,WV,2009,1583630,54083,2009-54083,130.2,28377,55.80681538,0,NA,NA,NA,12,NA
Randolph,WV,2010,1590630,54083,2010-54083,120.6,29233,54.41213697,0,NA,NA,NA,10.5,NA
Randolph,WV,2011,1755380,54083,2011-54083,119,29316,59.87788239,0,NA,NA,NA,9.7,NA
Randolph,WV,2012,1754960,54083,2012-54083,130.2,29361,59.77180614,0,NA,NA,NA,8.7,NA
Rappahannock,VA,2006,51000,51157,2006-51157,NA,7348,6.940664126,0,NA,NA,NA,2.6,NA
Rappahannock,VA,2007,59700,51157,2007-51157,NA,7403,8.064298257,0,NA,NA,NA,2.5,NA
Rappahannock,VA,2008,61800,51157,2008-51157,NA,7420,8.32884097,0,NA,NA,NA,3.2,NA
Rappahannock,VA,2009,59110,51157,2009-51157,NA,7171,8.242922884,0,NA,NA,NA,5.9,NA
Rappahannock,VA,2010,43390,51157,2010-51157,NA,7376,5.882592191,0,NA,NA,NA,6.3,NA
Rappahannock,VA,2011,27230,51157,2011-51157,NA,7422,3.66882242,0,NA,NA,NA,5.6,NA
Rappahannock,VA,2012,22460,51157,2012-51157,NA,7440,3.018817204,0,NA,NA,NA,5.4,NA
Richland,OH,2006,3364720,39139,2006-39139,101.4,127292,26.43308299,0,NA,NA,0.501803008,5.8,38393
Richland,OH,2007,3938860,39139,2007-39139,104.2,126995,31.01586677,0,NA,NA,0.506807024,6.1,43445
Richland,OH,2008,4516680,39139,2008-39139,106.3,126128,35.81028796,0,NA,NA,0.510372083,7.2,42578
Richland,OH,2009,4730140,39139,2009-39139,109.7,125791,37.60316716,0,NA,NA,0.502907864,12.2,39350
Richland,OH,2010,4751450,39139,2010-39139,110.4,125980,37.71590729,0,NA,12,0.501743479,12.1,41572
Richland,OH,2011,4724290,39139,2011-39139,106.5,125241,37.72159277,0,NA,15,0.504542142,10.6,40117
Richland,OH,2012,4266860,39139,2012-39139,95,124286,34.33097855,1,NA,NA,0.502278415,8.7,41680
Richmond,VA,2006,127700,51159,2006-51159,55.8,9328,13.68996569,1,NA,NA,NA,2.8,NA
Richmond,VA,2007,123200,51159,2007-51159,51.9,9426,13.07023128,1,NA,NA,NA,2.9,NA
Richmond,VA,2008,111100,51159,2008-51159,49.2,9386,11.83677818,1,NA,NA,NA,4.1,NA
Richmond,VA,2009,147600,51159,2009-51159,52,9070,16.27342889,1,NA,NA,NA,6.5,NA
Richmond,VA,2010,133600,51159,2010-51159,49.1,9328,14.32246998,1,NA,NA,NA,7.1,NA
Richmond,VA,2011,144310,51159,2011-51159,49.8,9310,15.50053706,1,NA,NA,NA,6.7,NA
Richmond,VA,2012,147830,51159,2012-51159,53.2,9234,16.00931341,1,NA,NA,NA,6.4,NA
Richmond City,VA,2006,3241192,51760,2006-51760,57.2,198618,16.31872237,1,NA,13,0.465453339,3,35764
Richmond City,VA,2007,3704170,51760,2007-51760,61.2,200201,18.50225523,1,NA,23,0.464999026,3,38461
Richmond City,VA,2008,4031580,51760,2008-51760,62.6,202254,19.93325225,1,NA,16,0.465094405,3.6,36157
Richmond City,VA,2009,4599455,51760,2009-51760,65.1,200976,22.8855933,1,NA,16,0.456706008,6.4,36928
Richmond City,VA,2010,5172235,51760,2010-51760,68.9,201828,25.62694473,1,NA,12,0.476429749,9.5,39608
Richmond City,VA,2011,5807230,51760,2011-51760,72,203165,28.58381119,1,NA,26,0.480973858,8.5,38926
Richmond City,VA,2012,5785420,51760,2012-51760,74.6,205348,28.17373434,1,NA,19,0.471772487,7.5,38185
Ritchie,WV,2006,227800,54085,2006-54085,47.1,10588,21.51492255,1,NA,NA,NA,6.3,NA
Ritchie,WV,2007,281800,54085,2007-54085,54,10558,26.69066111,1,NA,NA,NA,6,NA
Ritchie,WV,2008,331000,54085,2008-54085,58.1,10516,31.47584633,1,NA,NA,NA,5,NA
Ritchie,WV,2009,340300,54085,2009-54085,55.8,10306,33.01960023,1,NA,NA,NA,7.9,NA
Ritchie,WV,2010,367280,54085,2010-54085,53.8,10514,34.93247099,1,NA,NA,NA,9.7,NA
Ritchie,WV,2011,442220,54085,2011-54085,61,10457,42.28937554,1,NA,NA,NA,9.1,NA
Ritchie,WV,2012,464170,54085,2012-54085,63,10391,44.67038784,1,NA,NA,NA,7.4,NA
Roane,WV,2006,622900,54087,2006-54087,107,15442,40.33803911,0,NA,NA,NA,5.3,NA
Roane,WV,2007,589330,54087,2007-54087,107.7,15215,38.73348669,0,NA,NA,NA,4.9,NA
Roane,WV,2008,681330,54087,2008-54087,113.1,15048,45.27711324,0,NA,NA,NA,4.4,NA
Roane,WV,2009,760050,54087,2009-54087,105.2,15123,50.25788534,0,NA,NA,NA,7.1,NA
Roane,WV,2010,840760,54087,2010-54087,123.9,15116,55.62053453,0,NA,NA,NA,13.6,NA
Roane,WV,2011,834750,54087,2011-54087,128.2,15004,55.63516396,0,NA,NA,NA,12.9,NA
Roane,WV,2012,827580,54087,2012-54087,138.3,14884,55.60198871,0,NA,NA,NA,11.4,NA
Roanoke,VA,2006,2455544,51161,2006-51161,91.5,90489,27.13638122,1,NA,NA,0.486748746,2.4,52931
Roanoke,VA,2007,2977864,51161,2007-51161,90.4,91120,32.68068481,1,NA,NA,0.479252378,2.5,59679
Roanoke,VA,2008,3316674,51161,2008-51161,96.3,91704,36.16716828,1,NA,NA,0.479635071,3.3,60615
Roanoke,VA,2009,3736906,51161,2009-51161,98.8,89905,41.565052,1,NA,NA,0.476799508,5.9,55538
Roanoke,VA,2010,3875940,51161,2010-51161,101,91583,42.32160991,1,NA,NA,0.472004243,6.3,57212
Roanoke,VA,2011,4252220,51161,2011-51161,99.4,92023,46.20823055,1,NA,NA,0.476924736,5.7,61615
Roanoke,VA,2012,4294020,51161,2012-51161,94.7,92432,46.45598927,1,NA,NA,0.480457692,5.2,57515
Roanoke City,VA,2006,4188810,51770,2006-51770,120.9,94247,44.44502212,0,NA,NA,0.457980164,3.1,35532
Roanoke City,VA,2007,4890390,51770,2007-51770,132.2,94916,51.52334696,0,NA,NA,0.462332613,3.1,37270
Roanoke City,VA,2008,5206930,51770,2008-51770,135.9,95813,54.34471314,0,NA,NA,0.459324276,4.3,36234
Roanoke City,VA,2009,5832080,51770,2009-51770,141.6,93271,62.52833142,0,NA,11,0.460606253,7.2,34166
Roanoke City,VA,2010,5904330,51770,2010-51770,148.2,95793,61.63634086,0,NA,NA,0.472944404,8.7,37472
Roanoke City,VA,2011,6367580,51770,2011-51770,145.7,96264,66.14705394,0,NA,NA,0.479692702,8.1,39040
Roanoke City,VA,2012,6370310,51770,2012-51770,143.5,96742,65.84844225,0,NA,15,0.477177359,7.2,37890
Rockingham,VA,2006,695000,51165,2006-51165,24,73000,9.520547945,1,NA,NA,0.5,4.9,47630
Rockingham,VA,2007,815300,51165,2007-51165,29,74274,10.97692328,1,NA,NA,0.497075785,4.6,48883
Rockingham,VA,2008,923950,51165,2008-51165,29,75075,12.30702631,1,NA,NA,0.49522811,5.4,53861
Rockingham,VA,2009,1067760,51165,2009-51165,30.5,73570,14.51352453,1,NA,NA,0.486171374,9.6,46419
Rockingham,VA,2010,1134260,51165,2010-51165,32.7,74922,15.13921145,1,NA,NA,0.492978943,6.7,48243
Rockingham,VA,2011,1300070,51165,2011-51165,34.1,75633,17.1891899,1,NA,NA,0.48022562,6,51889
Rockingham,VA,2012,1396040,51165,2012-51165,34.5,76353,18.28402289,1,NA,NA,0.490444625,5.7,50818
Ross,OH,2006,3703800,39141,2006-39141,122,76639,48.32787484,0,NA,NA,0.521546932,7.6,37054
Ross,OH,2007,4378410,39141,2007-39141,131.3,77419,56.55472171,0,NA,NA,0.521737977,7.4,42466
Ross,OH,2008,4953900,39141,2008-39141,147.1,77675,63.77727712,0,NA,NA,0.525889606,8.3,43966
Ross,OH,2009,5489300,39141,2009-39141,155.9,75629,72.58194608,0,NA,14,0.522692571,12.5,41187
Ross,OH,2010,5659208,39141,2010-39141,164.2,77537,72.98719321,0,NA,16,0.529056217,11.9,40811
Ross,OH,2011,5612120,39141,2011-39141,158.3,77868,72.07222479,0,NA,18,0.527061049,10,43464
Ross,OH,2012,5478280,39141,2012-39141,137.3,77741,70.46835003,0,NA,12,0.523408542,8.4,42951
Russell,VA,2006,2162845,51167,2006-51167,170,28618,75.57638549,0,NA,NA,NA,3,NA
Russell,VA,2007,2337850,51167,2007-51167,183,28889,80.92526567,0,NA,NA,NA,3.2,NA
Russell,VA,2008,2443100,51167,2008-51167,178.5,28831,84.73864937,0,NA,NA,NA,4.7,NA
Russell,VA,2009,2449110,51167,2009-51167,154.2,28921,84.68275647,0,NA,NA,NA,8.2,NA
Russell,VA,2010,2612840,51167,2010-51167,160.7,28842,90.59149851,0,NA,NA,NA,10.2,NA
Russell,VA,2011,2461010,51167,2011-51167,156,28870,85.24454451,0,NA,13,NA,9.5,NA
Russell,VA,2012,2492160,51167,2012-51167,154.7,28773,86.61453446,0,NA,NA,NA,8.7,NA
Saint Johns,FL,2006,4845090,12109,2006-12109,81.4,168480,28.7576567,1,NA,NA,0.491035551,NA,55715
Saint Johns,FL,2007,5386170,12109,2007-12109,80.3,175318,30.7222875,1,NA,10,0.492915199,NA,62677
Saint Johns,FL,2008,5737870,12109,2008-12109,78.7,181720,31.57533568,1,NA,NA,0.490922111,NA,67056
Saint Johns,FL,2009,6298823.5,12109,2009-12109,79.4,174994,35.99451124,1,NA,NA,0.493459101,NA,60900
Saint Johns,FL,2010,7566475,12109,2010-12109,77.2,180624,41.89075095,1,NA,16,0.49027038,NA,58888
Saint Johns,FL,2011,7189400,12109,2011-12109,73.7,186077,38.63669341,1,NA,19,0.490693126,NA,62510
Saint Johns,FL,2012,6406210,12109,2012-12109,69.1,191495,33.4536672,1,NA,13,0.48161612,NA,61288
Saint Lucie,FL,2006,6888560,12111,2006-12111,68.5,255251,26.98739672,1,NA,19,0.495892753,NA,44974
Saint Lucie,FL,2007,7619100,12111,2007-12111,70.8,266860,28.55092558,1,NA,35,0.492034537,NA,46411
Saint Lucie,FL,2008,8400895,12111,2008-12111,74.4,273151,30.75549787,1,NA,28,0.491863693,NA,44414
Saint Lucie,FL,2009,9456215,12111,2009-12111,76.1,255984,36.94064863,1,NA,23,0.489418466,NA,44739
Saint Lucie,FL,2010,10774665,12111,2010-12111,79.7,269659,39.95663041,1,NA,21,0.492699748,NA,38671
Saint Lucie,FL,2011,12770280,12111,2011-12111,85.6,274693,46.48928076,1,NA,18,0.49152754,NA,40898
Saint Lucie,FL,2012,8989152,12111,2012-12111,73.9,278246,32.30649138,1,NA,16,0.486303397,NA,41785
Saint Marys,MD,2006,2519580,24037,2006-24037,66.9,98849,25.48918047,1,NA,NA,0.496692091,NA,71158
Saint Marys,MD,2007,3262600,24037,2007-24037,77.1,100599,32.43173391,1,NA,NA,0.495785929,NA,75769
Saint Marys,MD,2008,3630280,24037,2008-24037,79.3,101921,35.61856732,1,NA,NA,0.493817559,NA,80624
Saint Marys,MD,2009,3528140,24037,2009-24037,77.2,100140,35.23207509,1,NA,NA,0.502432062,NA,72474
Saint Marys,MD,2010,3650102,24037,2010-24037,74.8,102086,35.75516721,1,NA,12,0.497305882,NA,88444
Saint Marys,MD,2011,3751070,24037,2011-24037,73.7,103805,36.13573527,1,NA,NA,0.493803729,NA,81657
Saint Marys,MD,2012,3959000,24037,2012-24037,73.5,105528,37.51610947,1,NA,NA,0.496673915,NA,86358
Salem,VA,2006,1485480,51775,2006-51775,217.3,24508,60.61204505,0,86600,NA,NA,3.5,NA
Salem,VA,2007,1811070,51775,2007-51775,230,24482,73.97557389,0,77000,NA,NA,3.3,NA
Salem,VA,2008,2130410,51775,2008-51775,242.8,24673,86.3458031,0,88600,NA,NA,4.1,NA
Salem,VA,2009,2537760,51775,2009-51775,250.5,25139,100.9491229,0,64500,NA,NA,6.7,NA
Salem,VA,2010,2609000,51775,2010-51775,254.9,24641,105.8804432,0,26200,NA,NA,6.9,NA
Salem,VA,2011,2804000,51775,2011-51775,257.1,24733,113.3708001,0,11000,NA,NA,6.4,NA
Salem,VA,2012,2888610,51775,2012-51775,249.2,24792,116.5137948,0,14400,NA,NA,5.9,NA
Sandusky,OH,2006,1122400,39143,2006-39143,74,61745,18.17799012,1,NA,NA,NA,5.3,NA
Sandusky,OH,2007,1344760,39143,2007-39143,79.5,61571,21.84080168,1,NA,NA,NA,5.7,NA
Sandusky,OH,2008,1572670,39143,2008-39143,82,61184,25.70394221,1,NA,NA,NA,7.1,NA
Sandusky,OH,2009,1936970,39143,2009-39143,86,60659,31.9321123,1,NA,NA,NA,12.7,NA
Sandusky,OH,2010,2131760,39143,2010-39143,88.3,61284,34.78493571,1,NA,NA,NA,10.8,NA
Sandusky,OH,2011,2260100,39143,2011-39143,87.2,61088,36.99744631,1,NA,NA,NA,9.2,NA
Sandusky,OH,2012,2282670,39143,2012-39143,89.2,60842,37.51799744,1,NA,NA,NA,7.5,NA
Santa Rosa,FL,2006,5393675,12113,2006-12113,110.3,142983,37.72249149,0,NA,22,0.501974945,2.9,53086
Santa Rosa,FL,2007,6591969,12113,2007-12113,114.5,146158,45.10166395,0,NA,17,0.492002394,3.7,50341
Santa Rosa,FL,2008,7395020,12113,2008-12113,124.7,148538,49.78537479,0,NA,20,0.500609785,5.8,54262
Santa Rosa,FL,2009,8149100,12113,2009-12113,131.8,147302,55.32239888,0,NA,10,0.501551803,9.8,54201
Santa Rosa,FL,2010,9053210,12113,2010-12113,129,147838,61.23736793,0,NA,20,0.505626259,9.3,50517
Santa Rosa,FL,2011,9361290,12113,2011-12113,124.8,150073,62.37824259,0,NA,18,0.496216841,8.6,53103
Santa Rosa,FL,2012,8224850,12113,2012-12113,125.5,153086,53.72699006,0,NA,12,0.508403149,7.5,61031
Sarasota,FL,2006,14971155.1,12115,2006-12115,91.3,371361,40.31429014,1,NA,64,0.478493242,2.8,48416
Sarasota,FL,2007,16739917,12115,2007-12115,95.1,375325,44.60112436,1,NA,49,0.478836142,3.6,49735
Sarasota,FL,2008,19003414,12115,2008-12115,98.8,377178,50.38314536,1,NA,66,0.478905114,5.8,48582
Sarasota,FL,2009,19947388,12115,2009-12115,99.2,367446,54.28658361,1,NA,72,0.48090544,9.1,45341
Sarasota,FL,2010,20979747,12115,2010-12115,100.1,376200,55.76753589,1,NA,66,0.476758083,11.6,45641
Sarasota,FL,2011,20982119,12115,2011-12115,97.2,378404,55.44898838,1,NA,68,0.476566731,10.2,47189
Sarasota,FL,2012,16920344,12115,2012-12115,90.5,380479,44.47116398,1,NA,60,0.474663794,8.4,48035
Scioto,OH,2006,4513710,39145,2006-39145,165.3,78285,57.65740563,0,NA,11,0.481521696,4.3,29821
Scioto,OH,2007,5430660,39145,2007-39145,168.6,78775,68.93887655,0,NA,12,0.485110192,4.8,31446
Scioto,OH,2008,5895300,39145,2008-39145,178.3,79133,74.49862889,0,NA,12,0.491428049,6.2,38097
Scioto,OH,2009,5929950,39145,2009-39145,161.4,76310,77.70868825,0,NA,NA,0.487672597,13.8,29665
Scioto,OH,2010,5868800,39145,2010-39145,146.3,78988,74.29989365,0,NA,10,0.501408699,13.3,36859
Scioto,OH,2011,5133818,39145,2011-39145,135.2,79189,64.8299385,0,NA,12,0.491201736,12.5,29657
Scioto,OH,2012,4913860,39145,2012-39145,129,79122,62.10485074,0,NA,NA,0.497598022,11.3,36874
Scott,VA,2006,2208050,51169,2006-51169,197.7,23272,94.88011344,0,NA,NA,NA,4.7,NA
Scott,VA,2007,2172650,51169,2007-51169,175.1,23302,93.23877779,0,NA,NA,NA,5.4,NA
Scott,VA,2008,2228200,51169,2008-51169,165.7,23237,95.89017515,0,NA,NA,NA,6.1,NA
Scott,VA,2009,2272620,51169,2009-51169,142.7,22771,99.80325853,0,NA,NA,NA,11.1,NA
Scott,VA,2010,2677430,51169,2010-51169,185.1,23234,115.2375829,0,NA,NA,NA,8.5,NA
Scott,VA,2011,2502450,51169,2011-51169,155.1,23210,107.817751,0,NA,NA,NA,7.3,NA
Scott,VA,2012,2553146,51169,2012-51169,153.9,23061,110.7127184,0,NA,NA,NA,7.5,NA
Seminole,FL,2006,12112105,12117,2006-12117,67.5,413218,29.31165874,1,NA,20,0.491836559,3.2,56757
Seminole,FL,2007,14883356,12117,2007-12117,72.8,413571,35.98742658,1,NA,38,0.492309082,3.7,56011
Seminole,FL,2008,17435920,12117,2008-12117,78.6,416564,41.85652145,1,NA,42,0.493192229,6.1,58104
Seminole,FL,2009,19391982,12117,2009-12117,78.8,408694,47.44865841,1,NA,60,0.491193212,9.7,56283
Seminole,FL,2010,23465977,12117,2010-12117,82.8,417330,56.22882851,1,NA,55,0.484507967,10.6,57802
Seminole,FL,2011,24428965,12117,2011-12117,82.9,419641,58.21396146,1,NA,49,0.483855638,9.6,54611
Seminole,FL,2012,14767220,12117,2012-12117,67.4,423389,34.87861045,1,NA,36,0.484444269,8.1,54986
Seneca,OH,2006,1693360,39147,2006-39147,69,57406,29.49796189,1,NA,NA,NA,5.8,NA
Seneca,OH,2007,1913195,39147,2007-39147,77,57289,33.3955035,1,NA,NA,NA,5.8,NA
Seneca,OH,2008,2107460,39147,2008-39147,81.9,57199,36.84435043,1,NA,NA,NA,6.8,NA
Seneca,OH,2009,2249130,39147,2009-39147,82.6,56711,39.65950168,1,NA,NA,NA,11.4,NA
Seneca,OH,2010,2399560,39147,2010-39147,82.3,57091,42.03044263,1,NA,NA,NA,11.9,NA
Seneca,OH,2011,2784064,39147,2011-39147,79.7,56901,48.92820864,1,NA,NA,NA,9.6,NA
Seneca,OH,2012,2748930,39147,2012-39147,81.8,56630,48.5419389,1,NA,NA,NA,8,NA
Shelby,OH,2006,1038230,39149,2006-39149,69.8,49099,21.14564451,1,NA,NA,NA,5.3,NA
Shelby,OH,2007,1342900,39149,2007-39149,75.8,49284,27.24819414,1,NA,NA,NA,5.4,NA
Shelby,OH,2008,1420300,39149,2008-39149,76.7,49454,28.71961823,1,NA,NA,NA,6.1,NA
Shelby,OH,2009,1500700,39149,2009-39149,76.5,48712,30.80760388,1,NA,NA,NA,10,NA
Shelby,OH,2010,1718900,39149,2010-39149,81.6,49350,34.83080041,1,NA,NA,NA,12.4,NA
Shelby,OH,2011,1808230,39149,2011-39149,80.6,49389,36.61199862,1,NA,NA,NA,9.7,NA
Shelby,OH,2012,1772880,39149,2012-39149,88.4,49359,35.91806965,1,NA,NA,NA,7.3,NA
Shenandoah,VA,2006,896100,51171,2006-51171,57.6,40610,22.0659936,1,NA,NA,NA,3.7,NA
Shenandoah,VA,2007,1012700,51171,2007-51171,61.3,41214,24.57174746,1,NA,NA,NA,3.6,NA
Shenandoah,VA,2008,1136780,51171,2008-51171,62.6,41720,27.24784276,1,NA,NA,NA,4.8,NA
Shenandoah,VA,2009,1169720,51171,2009-51171,69.5,40325,29.00731556,1,NA,NA,NA,8,NA
Shenandoah,VA,2010,1264760,51171,2010-51171,78.5,41468,30.49966239,1,NA,NA,NA,8.2,NA
Shenandoah,VA,2011,1452660,51171,2011-51171,80.1,41807,34.74681273,1,NA,NA,NA,7.1,NA
Shenandoah,VA,2012,1490880,51171,2012-51171,93.3,42076,35.43302595,1,NA,NA,NA,6.4,NA
Smyth,VA,2006,1622440,51173,2006-51173,100.5,32632,49.71929394,0,NA,NA,NA,2.5,NA
Smyth,VA,2007,2037900,51173,2007-51173,108.6,32449,62.80316805,0,NA,NA,NA,2.5,NA
Smyth,VA,2008,2216210,51173,2008-51173,125.5,32386,68.43111221,0,NA,NA,NA,3.4,NA
Smyth,VA,2009,2178864,51173,2009-51173,123.8,31996,68.09801225,0,NA,NA,NA,5.6,NA
Smyth,VA,2010,2254900,51173,2010-51173,142.4,32383,69.63221443,0,NA,NA,NA,12.1,NA
Smyth,VA,2011,2399870,51173,2011-51173,142.8,32268,74.3730631,0,NA,NA,NA,10.9,NA
Smyth,VA,2012,2370705,51173,2012-51173,147.4,32103,73.84683674,0,NA,NA,NA,9.6,NA
Somerset,MD,2006,348900,24039,2006-24039,51.1,26139,13.347871,1,NA,NA,NA,4.5,NA
Somerset,MD,2007,402200,24039,2007-24039,54.5,26534,15.15791061,1,NA,NA,NA,4.3,NA
Somerset,MD,2008,499260,24039,2008-24039,58,26474,18.85850268,1,NA,NA,NA,5.5,NA
Somerset,MD,2009,586300,24039,2009-24039,59.4,25943,22.59954516,1,NA,NA,NA,9.7,NA
Somerset,MD,2010,698870,24039,2010-24039,64.5,26411,26.46132293,1,NA,NA,NA,11.9,NA
Somerset,MD,2011,797550,24039,2011-24039,62.4,26453,30.14969947,1,NA,NA,NA,11.7,NA
Somerset,MD,2012,647520,24039,2012-24039,59.8,26402,24.52541474,1,NA,NA,NA,11.3,NA
Southampton,VA,2006,11800,51175,2006-51175,5.5,18028,0.654537386,1,NA,NA,NA,2.5,NA
Southampton,VA,2007,10800,51175,2007-51175,4.2,18571,0.581551882,1,NA,NA,NA,2.6,NA
Southampton,VA,2008,15500,51175,2008-51175,5,18706,0.828611141,1,NA,NA,NA,3.4,NA
Southampton,VA,2009,12900,51175,2009-51175,4.8,18177,0.709688067,1,NA,NA,NA,5.5,NA
Southampton,VA,2010,12800,51175,2010-51175,4.5,18493,0.692153788,1,NA,NA,NA,8.6,NA
Southampton,VA,2011,15800,51175,2011-51175,4.6,18573,0.850697249,1,NA,NA,NA,7.7,NA
Southampton,VA,2012,17100,51175,2012-51175,4.1,18576,0.920542636,1,NA,NA,NA,6.3,NA
Spotsylvania,VA,2006,2002420,51177,2006-51177,61.6,117891,16.98535087,1,NA,NA,0.4851124,3.4,72453
Spotsylvania,VA,2007,2378880,51177,2007-51177,69.4,119083,19.97665494,1,NA,NA,0.488178935,3.4,74881
Spotsylvania,VA,2008,2659970,51177,2008-51177,75.8,120195,22.13045468,1,NA,10,0.496838317,4.5,79558
Spotsylvania,VA,2009,3141300,51177,2009-51177,77.8,118512,26.50617659,1,NA,NA,0.494713871,7.5,76425
Spotsylvania,VA,2010,3334580,51177,2010-51177,82.7,120212,27.73916082,1,NA,NA,0.499076132,7,72217
Spotsylvania,VA,2011,4070050,51177,2011-51177,89.1,121508,33.4961484,1,NA,10,0.489274253,6.7,76475
Spotsylvania,VA,2012,4478940,51177,2012-51177,91,122854,36.457421,1,NA,11,0.486378537,6.1,78914
