Buyer_County,Buyer_State,Year,Total_dosage_unit,FIPS,FIPS_year,Prescription_rate,Population,Avgdosage,Prescription_trend,Distributor_dosage,Overdose_death,percent_male,unmployment_rate,mean_income
Dinwiddie,VA,2012,149250,51053,2012-51053,5.3,27926,5.344481845,1,NA,NA,NA,7.6,NA
Dixie,FL,2006,336400,12029,2006-12029,54.7,15892,21.16788321,1,NA,NA,NA,3.2,NA
Dixie,FL,2007,326400,12029,2007-12029,51.6,16083,20.29472113,1,NA,NA,NA,4,NA
Dixie,FL,2008,311330,12029,2008-12029,48.7,16214,19.20130751,1,NA,NA,NA,6.2,NA
Dixie,FL,2009,294300,12029,2009-12029,42,14800,19.88513514,1,NA,NA,NA,9.9,NA
Dixie,FL,2010,274900,12029,2010-12029,38.9,16196,16.97332675,1,NA,NA,NA,12.9,NA
Dixie,FL,2011,241190,12029,2011-12029,36.4,16317,14.78151621,1,NA,NA,NA,12.3,NA
Dixie,FL,2012,272600,12029,2012-12029,39.2,16301,16.72290044,1,NA,NA,NA,10.2,NA
Doddridge,WV,2006,111900,54017,2006-54017,35,7848,14.25840979,1,NA,NA,NA,4.7,NA
Doddridge,WV,2007,112600,54017,2007-54017,35.3,7970,14.12797992,1,NA,NA,NA,4.1,NA
Doddridge,WV,2008,114700,54017,2008-54017,40.8,8034,14.2768235,1,NA,NA,NA,3.8,NA
Doddridge,WV,2009,142130,54017,2009-54017,43.9,7238,19.63663996,1,NA,NA,NA,6.6,NA
Doddridge,WV,2010,150400,54017,2010-54017,46.7,8035,18.71810828,1,NA,NA,NA,7.1,NA
Doddridge,WV,2011,158300,54017,2011-54017,47.1,8097,19.55045078,1,NA,NA,NA,7.1,NA
Doddridge,WV,2012,171760,54017,2012-54017,49.3,8147,21.08260709,1,NA,NA,NA,6.3,NA
Dorchester,MD,2006,755100,24019,2006-24019,69,31677,23.83748461,1,NA,NA,NA,4.8,NA
Dorchester,MD,2007,807550,24019,2007-24019,72.1,32172,25.10101952,1,NA,NA,NA,4.4,NA
Dorchester,MD,2008,853400,24019,2008-24019,72.3,32466,26.2859607,1,NA,NA,NA,4.8,NA
Dorchester,MD,2009,853360,24019,2009-24019,67.7,31646,26.96580926,1,NA,NA,NA,7.8,NA
Dorchester,MD,2010,864100,24019,2010-24019,68.9,32287,26.76309351,1,NA,NA,NA,11.4,NA
Dorchester,MD,2011,944080,24019,2011-24019,72.3,32480,29.06650246,1,NA,NA,NA,11.1,NA
Dorchester,MD,2012,884850,24019,2012-24019,79.6,32570,27.16763893,1,NA,NA,NA,10.8,NA
Duval,FL,2006,31526975,12031,2006-12031,90.3,842098,37.43860572,1,1505100,45,0.486360989,4.5,45756
Duval,FL,2007,35988122,12031,2007-12031,96,851033,42.28757522,1,1677900,46,0.485323714,6.6,49230
Duval,FL,2008,38930890,12031,2008-12031,98.4,855437,45.50994404,1,667655,43,0.48654699,9.9,50696
Duval,FL,2009,44905569,12031,2009-12031,104.6,846385,53.05572405,0,1474731,73,0.484337954,14.7,47024
Duval,FL,2010,52040566,12031,2010-12031,106.8,854848,60.87698164,0,15453376,62,0.485052132,11.4,46078
Duval,FL,2011,50894618,12031,2011-12031,102.4,860479,59.14684495,0,22714461,89,0.485873007,10.3,45958
Duval,FL,2012,47675925.8,12031,2012-12031,99,866431,55.02564636,1,22686208,119,0.485095532,8.7,43449
Erie,OH,2006,2459830,39043,2006-39043,96.9,77876,31.58649648,1,NA,NA,0.4878514,4.9,45549
Erie,OH,2007,2565610,39043,2007-39043,106.1,77668,33.03303806,0,NA,NA,0.49351422,4.8,48654
Erie,OH,2008,2895300,39043,2008-39043,110.5,77573,37.3235533,0,NA,NA,0.482611404,5.7,46385
Erie,OH,2009,3445430,39043,2009-39043,114.3,77400,44.51459948,0,NA,NA,0.48928706,11.2,43099
Erie,OH,2010,3690620,39043,2010-39043,124.4,77454,47.64918532,0,NA,NA,0.494381731,11.3,42246
Erie,OH,2011,3791790,39043,2011-39043,123.5,77223,49.101822,0,NA,NA,0.486755873,9.5,46949
Erie,OH,2012,3556070,39043,2012-39043,112.1,76952,46.21153446,0,NA,NA,0.480850284,8,44694
Escambia,FL,2006,11797650,12033,2006-12033,121.6,300395,39.27378951,0,NA,42,0.492319566,3,42535
Escambia,FL,2007,13785952,12033,2007-12033,131.1,297393,46.35600703,0,NA,27,0.496623772,3.2,41894
Escambia,FL,2008,15047608,12033,2008-12033,142.4,296854,50.69026525,0,NA,28,0.493171893,4.9,41474
Escambia,FL,2009,16386650,12033,2009-12033,145.8,303292,54.02928531,0,NA,17,0.495623766,7.4,40922
Escambia,FL,2010,17918908,12033,2010-12033,149.2,297940,60.14267302,0,NA,20,0.495062793,10.1,41483
Escambia,FL,2011,17822260,12033,2011-12033,146.5,297668,59.8729457,0,NA,27,0.494590691,9.7,40917
Escambia,FL,2012,15565320,12033,2012-12033,130.1,298864,52.08161572,0,NA,24,0.496143237,8.4,45009
Essex,VA,2006,345600,51057,2006-51057,82.9,10576,32.67776097,1,NA,NA,NA,2.5,NA
Essex,VA,2007,305400,51057,2007-51057,84,10739,28.43840209,1,NA,NA,NA,2.5,NA
Essex,VA,2008,351330,51057,2008-51057,82.7,10920,32.17307692,1,NA,NA,NA,3.3,NA
Essex,VA,2009,394900,51057,2009-51057,86.6,10813,36.52085453,1,NA,NA,NA,5.5,NA
Essex,VA,2010,437900,51057,2010-51057,91,10901,40.17062655,1,NA,NA,NA,9.1,NA
Essex,VA,2011,489690,51057,2011-51057,96.4,11029,44.40021761,1,NA,NA,NA,8.3,NA
Essex,VA,2012,468130,51057,2012-51057,126,11130,42.06019766,0,NA,NA,NA,7.3,NA
Fairfax,VA,2006,11575225,51059,2006-51059,35.7,1018981,11.35960828,1,NA,25,0.495795409,3.3,100318
Fairfax,VA,2007,12657832,51059,2007-51059,36.1,1027727,12.31633693,1,NA,40,0.494175152,3.5,105241
Fairfax,VA,2008,13738730,51059,2008-51059,36.8,1044178,13.15745974,1,NA,35,0.494700099,4.4,107448
Fairfax,VA,2009,15207570,51059,2009-51059,37.1,1012751,15.01609971,1,NA,27,0.496193638,7.6,102499
Fairfax,VA,2010,16219264,51059,2010-51059,37.7,1048554,15.46822004,1,NA,25,0.493948431,5.1,103010
Fairfax,VA,2011,17436455,51059,2011-51059,38.7,1064735,16.37633308,1,NA,33,0.494900481,4.8,105797
Fairfax,VA,2012,16932990,51059,2012-51059,38.5,1083770,15.62415457,1,NA,40,0.494626328,4.5,107096
Fairfax City,VA,2006,668485,51600,2006-51600,87.7,21407,31.22740225,1,NA,NA,NA,4.8,NA
Fairfax City,VA,2007,647053,51600,2007-51600,89.6,21682,29.84286505,1,NA,NA,NA,4.6,NA
Fairfax City,VA,2008,704920,51600,2008-51600,97.5,22112,31.87952243,1,NA,NA,NA,6.3,NA
Fairfax City,VA,2009,783520,51600,2009-51600,95.7,23369,33.52817836,1,NA,NA,NA,10.1,NA
Fairfax City,VA,2010,825840,51600,2010-51600,93.4,22058,37.43947774,1,NA,NA,NA,5.4,NA
Fairfax City,VA,2011,839510,51600,2011-51600,94.9,22277,37.68505634,1,NA,NA,NA,4.9,NA
Fairfax City,VA,2012,834930,51600,2012-51600,96.1,22712,36.76162381,1,NA,NA,NA,4.3,NA
Fairfield,OH,2006,4457390,39045,2006-39045,90.5,141005,31.61157406,1,NA,NA,0.494882318,4.7,55113
Fairfield,OH,2007,5246230,39045,2007-39045,93.6,142915,36.70874296,1,NA,NA,0.493511088,4.7,59033
Fairfield,OH,2008,5966320,39045,2008-39045,98.1,144029,41.42443536,1,NA,NA,0.501782412,5.5,58104
Fairfield,OH,2009,6594970,39045,2009-39045,102.6,140842,46.82530779,0,NA,14,0.498761412,8.5,51427
Fairfield,OH,2010,6422200,39045,2010-39045,102.4,143949,44.61441205,0,NA,16,0.490218721,9.2,55981
Fairfield,OH,2011,6534170,39045,2011-39045,99.4,145167,45.01140066,1,NA,NA,0.505310541,8,59607
Fairfield,OH,2012,6462720,39045,2012-39045,93.9,146138,44.22340527,1,NA,15,0.499593149,6.6,60615
Falls Church City,VA,2006,629350,51610,2006-51610,93.6,10852,57.99391817,1,NA,NA,NA,4,NA
Falls Church City,VA,2007,657608,51610,2007-51610,91.4,10947,60.07198319,1,NA,NA,NA,4.5,NA
Falls Church City,VA,2008,718180,51610,2008-51610,95.6,11219,64.01461806,1,NA,NA,NA,6,NA
Falls Church City,VA,2009,753160,51610,2009-51610,98.5,11233,67.04887385,1,NA,NA,NA,9.4,NA
Falls Church City,VA,2010,932740,51610,2010-51610,99.6,11465,81.35542957,1,NA,NA,NA,4.9,NA
Falls Church City,VA,2011,980880,51610,2011-51610,106.8,11840,82.84459459,0,NA,NA,NA,4.2,NA
Falls Church City,VA,2012,812670,51610,2012-51610,99.3,12300,66.07073171,1,NA,NA,NA,4,NA
Fauquier,VA,2006,1808800,51061,2006-51061,88.4,63761,28.36843839,1,NA,NA,0.50187322,2.4,74716
Fauquier,VA,2007,2110220,51061,2007-51061,92.8,64122,32.90945385,1,NA,10,0.488591052,2.4,84888
Fauquier,VA,2008,2426290,51061,2008-51061,97.1,64558,37.58310357,1,NA,NA,0.502740634,3.3,81576
Fauquier,VA,2009,2791452.003,51061,2009-51061,99.9,66330,42.08430579,1,NA,NA,0.504098482,5.7,88305
Fauquier,VA,2010,2917692,51061,2010-51061,102.7,64546,45.20329687,0,NA,NA,0.502834638,6.2,85614
Fauquier,VA,2011,2985840,51061,2011-51061,98.8,65008,45.93034703,1,NA,12,0.498401689,5.5,93762
Fauquier,VA,2012,2737500,51061,2012-51061,99.1,65495,41.79708375,1,NA,NA,0.496588621,5.1,83677
Fayette,OH,2006,3270340,39047,2006-39047,119.2,28791,113.5889688,0,71038325,NA,NA,5.9,NA
Fayette,OH,2007,4034580,39047,2007-39047,126.5,28908,139.56621,0,69043020,NA,NA,6.3,NA
Fayette,OH,2008,4482010,39047,2008-39047,131.2,28896,155.1083195,0,95705700,NA,NA,8.2,NA
Fayette,OH,2009,4709670,39047,2009-39047,124.9,28205,166.9799681,0,77365200,NA,NA,13.9,NA
Fayette,OH,2010,4602000,39047,2010-39047,130,28913,159.1671566,0,80512770,NA,NA,13.1,NA
Fayette,OH,2011,4731290,39047,2011-39047,126.3,28955,163.4014851,0,96139320,NA,NA,10.5,NA
Fayette,OH,2012,4755070,39047,2012-39047,123.8,28931,164.3589921,0,96166650,NA,NA,8.3,NA
Flagler,FL,2006,2547010,12035,2006-12035,91.9,84339,30.19967038,1,NA,NA,0.486014154,3.5,44461
Flagler,FL,2007,2848475,12035,2007-12035,94.3,90516,31.46929825,1,NA,NA,0.483002817,4.4,41830
Flagler,FL,2008,3236420,12035,2008-12035,96.3,93546,34.59709662,1,NA,NA,0.492323035,6.3,46609
Flagler,FL,2009,4015270,12035,2009-12035,103.2,85623,46.89475959,0,NA,NA,0.474340224,10,50180
Flagler,FL,2010,4201560,12035,2010-12035,104.7,91806,45.76563623,0,NA,NA,0.464045951,12.4,43993
Flagler,FL,2011,4346420,12035,2011-12035,102.9,94431,46.02746979,0,NA,12,0.476575337,11.4,46232
Flagler,FL,2012,4394910,12035,2012-12035,89.3,95987,45.78651276,1,NA,NA,0.471395602,9.9,42856
Floyd,VA,2006,229230,51063,2006-51063,48.3,14762,15.52838369,1,NA,NA,NA,3.2,NA
Floyd,VA,2007,298300,51063,2007-51063,56.4,14823,20.12413142,1,NA,NA,NA,3.3,NA
Floyd,VA,2008,324400,51063,2008-51063,61.5,15101,21.48202106,1,NA,NA,NA,4.8,NA
Floyd,VA,2009,365630,51063,2009-51063,68.3,14756,24.77839523,1,NA,NA,NA,8.2,NA
Floyd,VA,2010,453370,51063,2010-51063,84.5,15030,30.16433799,1,NA,NA,NA,7,NA
Floyd,VA,2011,585490,51063,2011-51063,85.9,15156,38.63090525,1,NA,NA,NA,6.3,NA
Floyd,VA,2012,565490,51063,2012-51063,78.5,15268,37.03759497,1,NA,NA,NA,5.7,NA
Fluvanna,VA,2006,264500,51065,2006-51065,28.8,24638,10.73544931,1,NA,NA,NA,2.7,NA
Fluvanna,VA,2007,279400,51065,2007-51065,33.2,25134,11.11641601,1,NA,NA,NA,3,NA
Fluvanna,VA,2008,353800,51065,2008-51065,31,25461,13.89576215,1,NA,NA,NA,4.2,NA
Fluvanna,VA,2009,393260,51065,2009-51065,40.8,25162,15.62912328,1,NA,NA,NA,7.5,NA
Fluvanna,VA,2010,471200,51065,2010-51065,33.2,25308,18.61861862,1,NA,NA,NA,6.3,NA
Fluvanna,VA,2011,583800,51065,2011-51065,34.7,25599,22.80557834,1,NA,NA,NA,5.8,NA
Fluvanna,VA,2012,580120,51065,2012-51065,36.1,25749,22.52980698,1,NA,NA,NA,5.3,NA
Franklin,FL,2006,47476732,12037,2006-12037,110.5,11308,4198.508313,0,NA,NA,NA,2.9,NA
Franklin,FL,2007,55663428,12037,2007-12037,106,11491,4844.089113,0,NA,NA,NA,3.9,NA
Franklin,FL,2008,62887360,12037,2008-12037,106.7,11484,5476.084988,0,NA,NA,NA,5.8,NA
Franklin,FL,2009,68043608,12037,2009-12037,106.2,10998,6186.907438,0,NA,NA,NA,9.3,NA
Franklin,FL,2010,68056269,12037,2010-12037,111.4,11470,5933.414908,0,NA,NA,NA,8,NA
Franklin,FL,2011,67588414,12037,2011-12037,97.1,11531,5861.452953,1,NA,NA,NA,7.6,NA
Franklin,FL,2012,63888489,12037,2012-12037,96.2,11545,5533.866522,1,NA,NA,NA,6.5,NA
Franklin City,VA,2006,455520,51620,2006-51620,178.5,8489,53.66003063,0,NA,NA,NA,6.1,NA
Franklin City,VA,2007,563500,51620,2007-51620,169,8611,65.43955406,0,NA,NA,NA,5.6,NA
Franklin City,VA,2008,591100,51620,2008-51620,174.8,8538,69.23167018,0,NA,NA,NA,6.1,NA
Franklin City,VA,2009,532200,51620,2009-51620,205.4,8728,60.97616865,0,NA,NA,NA,9.7,NA
Franklin City,VA,2010,566380,51620,2010-51620,236.1,8549,66.25102351,0,NA,NA,NA,12.6,NA
Franklin City,VA,2011,662470,51620,2011-51620,229.2,8570,77.30105018,0,NA,NA,NA,11.4,NA
Franklin City,VA,2012,711300,51620,2012-51620,297.2,8531,83.3782675,0,NA,NA,NA,10,NA
Frederick,MD,2006,6304781,24021,2006-24021,68.3,224211,28.11985585,1,NA,12,0.487817241,3.6,74029
Frederick,MD,2007,7322120,24021,2007-24021,72.1,227463,32.19037822,1,NA,NA,0.494301417,3.3,77027
Frederick,MD,2008,7776429,24021,2008-24021,78.1,229286,33.91584746,1,NA,10,0.493888473,4.1,78728
Frederick,MD,2009,8604270,24021,2009-24021,82,224185,38.38022169,1,NA,14,0.494666199,7.1,83229
Frederick,MD,2010,9128250,24021,2010-24021,85.2,229205,39.82570188,1,NA,NA,0.490863738,6.9,82133
Frederick,MD,2011,10024230,24021,2011-24021,87.8,231725,43.25916496,1,NA,27,0.496690532,6.4,77791
Frederick,MD,2012,10578952,24021,2012-24021,86.4,234268,45.15747776,1,NA,26,0.494891102,6.1,80765
Fredericksburg City,VA,2006,1550640,51630,2006-51630,256,22479,68.98171627,0,NA,NA,NA,3.7,NA
Fredericksburg City,VA,2007,1579700,51630,2007-51630,224,22898,68.98855795,0,NA,NA,NA,3.6,NA
Fredericksburg City,VA,2008,1574540,51630,2008-51630,229.6,23277,67.64359668,0,NA,NA,NA,4.7,NA
Fredericksburg City,VA,2009,1828780,51630,2009-51630,216.8,22314,81.95661916,0,NA,NA,NA,7.8,NA
Fredericksburg City,VA,2010,1807820,51630,2010-51630,207.5,23375,77.33989305,0,NA,NA,NA,9,NA
Fredericksburg City,VA,2011,1938310,51630,2011-51630,191.9,24015,80.71247137,0,NA,NA,NA,8,NA
Fredericksburg City,VA,2012,2025870,51630,2012-51630,201.5,24932,81.25581582,0,NA,NA,NA,7.1,NA
Fulton,OH,2006,821800,39051,2006-39051,73.4,42785,19.20766624,1,NA,NA,NA,4,NA
Fulton,OH,2007,950584,39051,2007-39051,74,42800,22.20990654,1,NA,NA,NA,4.5,NA
Fulton,OH,2008,1056480,39051,2008-39051,76.9,42780,24.69565217,1,NA,NA,NA,5,NA
Fulton,OH,2009,1159130,39051,2009-39051,80.1,42482,27.28520314,1,NA,NA,NA,6.9,NA
Fulton,OH,2010,1270670,39051,2010-39051,83.7,42756,29.71910375,1,NA,NA,NA,11.8,NA
Fulton,OH,2011,1454660,39051,2011-39051,89,42702,34.06538335,1,NA,NA,NA,9.6,NA
Fulton,OH,2012,1527740,39051,2012-39051,91.9,42635,35.83300106,1,NA,NA,NA,7.7,NA
Gadsden,FL,2006,794630,12039,2006-12039,58.4,45258,17.55777984,1,NA,NA,NA,3.9,NA
Gadsden,FL,2007,896640,12039,2007-12039,62.6,45867,19.54869514,1,NA,NA,NA,4.8,NA
Gadsden,FL,2008,884660,12039,2008-12039,59.9,46319,19.09928971,1,NA,NA,NA,7.1,NA
Gadsden,FL,2009,953350,12039,2009-12039,62.9,46725,20.40342429,1,NA,NA,NA,9.3,NA
Gadsden,FL,2010,1018620,12039,2010-12039,61.2,46031,22.12900002,1,NA,NA,NA,11.8,NA
Gadsden,FL,2011,1074030,12039,2011-12039,63.6,46205,23.24488692,1,NA,NA,NA,11.6,NA
Gadsden,FL,2012,1010790,12039,2012-12039,65.9,46823,21.5874677,1,NA,NA,NA,10.3,NA
Galax City,VA,2006,656800,51640,2006-51640,383.9,6879,95.47899404,0,NA,NA,NA,3,NA
Galax City,VA,2007,778100,51640,2007-51640,400.8,6880,113.0959302,0,NA,NA,NA,2.9,NA
Galax City,VA,2008,937230,51640,2008-51640,428,6888,136.0670732,0,NA,NA,NA,4.2,NA
Galax City,VA,2009,997430,51640,2009-51640,398.5,6806,146.5515721,0,NA,NA,NA,6.7,NA
Galax City,VA,2010,1094720,51640,2010-51640,360,6936,157.8316032,0,NA,NA,NA,10.9,NA
Galax City,VA,2011,1334580,51640,2011-51640,409.4,6959,191.7775542,0,NA,NA,NA,10.3,NA
Galax City,VA,2012,1286850,51640,2012-51640,439.2,6942,185.3716508,0,NA,NA,NA,8.9,NA
Gallia,OH,2006,2452000,39053,2006-39053,151.3,30927,79.28347399,0,NA,NA,NA,5.1,NA
Gallia,OH,2007,2765260,39053,2007-39053,164.4,30977,89.2681667,0,NA,NA,NA,5.2,NA
Gallia,OH,2008,2873180,39053,2008-39053,169.8,30997,92.69219602,0,NA,NA,NA,6.2,NA
Gallia,OH,2009,2865700,39053,2009-39053,174.6,30837,92.93057042,0,NA,NA,NA,9.8,NA
Gallia,OH,2010,2760330,39053,2010-39053,168,30943,89.20692887,0,NA,NA,NA,11.8,NA
Gallia,OH,2011,2788250,39053,2011-39053,162.7,30954,90.07721135,0,NA,NA,NA,11.2,NA
Gallia,OH,2012,2576450,39053,2012-39053,151.5,30877,83.44236811,0,NA,NA,NA,9.7,NA
Garrett,MD,2006,665400,24023,2006-24023,70.6,30147,22.07184795,1,NA,NA,NA,2.9,NA
Garrett,MD,2007,815100,24023,2007-24023,76.3,30148,27.03661934,1,NA,NA,NA,2.5,NA
Garrett,MD,2008,870100,24023,2008-24023,77.2,30222,28.79028522,1,NA,NA,NA,3.1,NA
Garrett,MD,2009,981600,24023,2009-24023,78.9,29631,33.12746785,1,NA,NA,NA,5.2,NA
Garrett,MD,2010,1101880,24023,2010-24023,85.6,30145,36.55266213,1,NA,NA,NA,8.9,NA
Garrett,MD,2011,1298580,24023,2011-24023,94.1,30128,43.10209772,1,NA,NA,NA,8.4,NA
Garrett,MD,2012,1295720,24023,2012-24023,111.5,30079,43.07722996,0,NA,NA,NA,8.3,NA
Geauga,OH,2006,1601500,39055,2006-39055,60.1,93839,17.0664649,1,NA,NA,0.499644634,6.5,61120
Geauga,OH,2007,1763020,39055,2007-39055,59.8,93742,18.80715154,1,NA,NA,0.488798156,6.4,67276
Geauga,OH,2008,1932690,39055,2008-39055,64.1,93583,20.65214836,1,NA,NA,0.495477716,8.6,60969
Geauga,OH,2009,2143240,39055,2009-39055,64.4,98143,21.83793037,1,NA,NA,0.488047648,12.2,60957
Geauga,OH,2010,2312280,39055,2010-39055,65.3,93604,24.70279048,1,NA,NA,0.494979017,6.9,61236
Geauga,OH,2011,2467000,39055,2011-39055,66.7,93476,26.3918011,1,NA,15,0.484489638,6,63855
Geauga,OH,2012,2521290,39055,2012-39055,67.3,93485,26.96999519,1,NA,NA,0.493082835,5.3,67264
Gilchrist,FL,2006,387200,12041,2006-12041,59.8,16223,23.86734883,1,NA,NA,NA,3.1,NA
Gilchrist,FL,2007,423610,12041,2007-12041,56.3,16610,25.50331126,1,NA,NA,NA,3.9,NA
Gilchrist,FL,2008,487900,12041,2008-12041,50.8,16797,29.0468536,1,NA,NA,NA,6.5,NA
Gilchrist,FL,2009,553700,12041,2009-12041,49.7,16771,33.01532407,1,NA,NA,NA,9.6,NA
Gilchrist,FL,2010,546000,12041,2010-12041,45,16683,32.72792663,1,NA,NA,NA,10.8,NA
Gilchrist,FL,2011,565720,12041,2011-12041,43.4,16843,33.58784065,1,NA,NA,NA,10.3,NA
Gilchrist,FL,2012,543290,12041,2012-12041,40.1,16880,32.18542654,1,NA,NA,NA,9.1,NA
Giles,VA,2006,1128400,51071,2006-51071,158.7,17161,65.75374395,0,NA,NA,NA,2.5,NA
Giles,VA,2007,1372060,51071,2007-51071,164.4,17138,80.05951686,0,NA,NA,NA,2.4,NA
Giles,VA,2008,1493400,51071,2008-51071,165.1,17168,86.98741845,0,NA,NA,NA,3.3,NA
Giles,VA,2009,1462640,51071,2009-51071,163.8,17193,85.07183156,0,NA,NA,NA,6.5,NA
Giles,VA,2010,1492830,51071,2010-51071,153.1,17205,86.76721883,0,NA,NA,NA,9.6,NA
Giles,VA,2011,1521320,51071,2011-51071,145.5,17197,88.46426702,0,NA,NA,NA,8,NA
Giles,VA,2012,1660130,51071,2012-51071,181.3,17149,96.80622777,0,NA,NA,NA,7.3,NA
Gilmer,WV,2006,197100,54021,2006-54021,70.6,8083,24.3845107,1,NA,NA,NA,6.2,NA
Gilmer,WV,2007,278000,54021,2007-54021,85.7,8248,33.70514064,1,NA,NA,NA,6.1,NA
Gilmer,WV,2008,296600,54021,2008-54021,83.9,8408,35.27592769,1,NA,NA,NA,5.5,NA
Gilmer,WV,2009,354300,54021,2009-54021,92.5,6889,51.42981565,1,NA,NA,NA,9.3,NA
Gilmer,WV,2010,307159,54021,2010-54021,81.9,8394,36.59268525,1,NA,NA,NA,8.9,NA
Gilmer,WV,2011,308740,54021,2011-54021,69.8,8522,36.22858484,1,NA,NA,NA,8.1,NA
Gilmer,WV,2012,295360,54021,2012-54021,65,8623,34.25258031,1,NA,NA,NA,7.8,NA
Glades,FL,2009,94100,12043,2009-12043,NA,11070,8.500451671,0,NA,NA,NA,11.2,NA
Glades,FL,2010,211500,12043,2010-12043,NA,12617,16.76309741,0,NA,NA,NA,9.5,NA
Glades,FL,2011,141200,12043,2011-12043,0.2,12684,11.13213497,1,NA,NA,NA,9.5,NA
Glades,FL,2012,53600,12043,2012-12043,5.3,12952,4.138357011,1,NA,NA,NA,7.7,NA
Gloucester,VA,2006,1164600,51073,2006-51073,95.3,36220,32.15350635,1,NA,NA,NA,5.5,NA
Gloucester,VA,2007,1244300,51073,2007-51073,97.9,36466,34.12219602,1,NA,NA,NA,5.1,NA
Gloucester,VA,2008,1219300,51073,2008-51073,93.4,36638,33.279655,1,NA,NA,NA,6.5,NA
Gloucester,VA,2009,1335500,51073,2009-51073,90.6,38229,34.93421225,1,NA,NA,NA,10.7,NA
Gloucester,VA,2010,1476020,51073,2010-51073,92,36610,40.31739962,1,NA,NA,NA,6.8,NA
Gloucester,VA,2011,1605540,51073,2011-51073,94.5,36741,43.69886503,1,NA,NA,NA,6.3,NA
Gloucester,VA,2012,1651360,51073,2012-51073,130.3,36821,44.84832025,0,NA,NA,NA,5.6,NA
Goochland,VA,2006,220500,51075,2006-51075,22.1,20176,10.92882633,1,NA,NA,NA,2.3,NA
Goochland,VA,2007,255990,51075,2007-51075,23.3,20869,12.26651972,1,NA,NA,NA,2.1,NA
Goochland,VA,2008,293820,51075,2008-51075,26.6,21285,13.80408739,1,NA,NA,NA,3.3,NA
Goochland,VA,2009,332580,51075,2009-51075,32.3,20429,16.27979833,1,NA,NA,NA,5.8,NA
Goochland,VA,2010,341280,51075,2010-51075,31.8,21136,16.14685844,1,NA,NA,NA,7.2,NA
Goochland,VA,2011,338400,51075,2011-51075,29.3,21481,15.75345654,1,NA,NA,NA,6.3,NA
Goochland,VA,2012,371120,51075,2012-51075,23.3,21496,17.26460737,1,NA,NA,NA,5.6,NA
Grant,WV,2006,289700,54023,2006-54023,97.9,11834,24.48031097,1,NA,NA,NA,4,NA
Grant,WV,2007,406600,54023,2007-54023,109.3,11969,33.97109199,0,NA,NA,NA,3.6,NA
Grant,WV,2008,710600,54023,2008-54023,142.1,12022,59.10830145,0,NA,NA,NA,4.3,NA
Grant,WV,2009,522200,54023,2009-54023,121.2,11789,44.29552973,0,NA,NA,NA,8.2,NA
Grant,WV,2010,341160,54023,2010-54023,98.5,11942,28.56807905,1,NA,NA,NA,9.8,NA
Grant,WV,2011,377840,54023,2011-54023,97.7,11955,31.60518611,1,NA,NA,NA,9,NA
Grant,WV,2012,366770,54023,2012-54023,97.7,11929,30.74608098,1,NA,NA,NA,8.8,NA
Grayson,VA,2006,123400,51077,2006-51077,5.1,16096,7.666500994,1,NA,NA,NA,4.3,NA
Grayson,VA,2007,146620,51077,2007-51077,28.8,16066,9.126104818,1,NA,NA,NA,4.5,NA
Grayson,VA,2008,154100,51077,2008-51077,28,15938,9.668716276,1,NA,NA,NA,5.5,NA
Grayson,VA,2009,173930,51077,2009-51077,28.1,16056,10.83271051,1,NA,NA,NA,9,NA
Grayson,VA,2010,185500,51077,2010-51077,27.7,15855,11.69977925,1,NA,NA,NA,12.5,NA
Grayson,VA,2011,204000,51077,2011-51077,27.7,15702,12.99197554,1,NA,NA,NA,10.9,NA
Grayson,VA,2012,195100,51077,2012-51077,29.5,15535,12.55873833,1,NA,NA,NA,9.6,NA
Greenbrier,WV,2006,2280570,54025,2006-54025,175.2,35196,64.79628367,0,NA,NA,NA,7.6,NA
Greenbrier,WV,2007,2646820,54025,2007-54025,183.5,35354,74.86621033,0,NA,NA,NA,5.8,NA
Greenbrier,WV,2008,2899400,54025,2008-54025,197.1,35457,81.77228756,0,NA,NA,NA,5.8,NA
Greenbrier,WV,2009,3404052,54025,2009-54025,179.8,34610,98.3545796,0,NA,NA,NA,11.2,NA
Greenbrier,WV,2010,3613330,54025,2010-54025,185.5,35373,102.1493795,0,NA,NA,NA,8.7,NA
Greenbrier,WV,2011,3812370,54025,2011-54025,182.7,35498,107.3967547,0,NA,12,NA,8.3,NA
Greenbrier,WV,2012,3863880,54025,2012-54025,180.5,35572,108.6213876,0,NA,10,NA,8,NA
Greene,OH,2006,3959850,39057,2006-39057,78.8,157850,25.08615774,1,NA,NA,0.486723398,5.1,55895
Greene,OH,2007,4618620,39057,2007-39057,82.5,159055,29.03787998,1,NA,NA,0.487734068,5.1,54560
Greene,OH,2008,5306390,39057,2008-39057,85.7,160115,33.14111732,1,NA,15,0.484056787,5.7,57849
Greene,OH,2009,6233740,39057,2009-39057,92.4,158389,39.35715233,1,NA,NA,0.486976217,9.1,55310
Greene,OH,2010,6742120,39057,2010-39057,95.4,159940,42.15405777,1,NA,NA,0.492410507,9.5,51048
Greene,OH,2011,7570934,39057,2011-39057,97.1,160940,47.04196595,1,NA,NA,0.488860641,8.3,56194
Greene,OH,2012,7679514,39057,2012-39057,95.8,161936,47.42314248,1,NA,NA,0.489140335,6.9,52544
